cyp2c19,cyp2d6,cyp3a4,cyp1a2,cyp2c9,CID,SID
0.0,0.0,,,0.0,3232615.0,4237502.0
0.0,0.0,0.0,,0.0,3232616.0,4237503.0
0.0,,0.0,0.0,0.0,3232617.0,4237504.0
0.0,0.0,,,0.0,3232618.0,4237505.0
1.0,,1.0,1.0,,3232619.0,4237506.0
0.0,0.0,,,0.0,3232620.0,4237507.0
0.0,0.0,0.0,0.0,0.0,3232622.0,4237509.0
0.0,0.0,0.0,,,3232623.0,4237510.0
1.0,0.0,,,,3232624.0,4237511.0
0.0,0.0,,0.0,0.0,3232625.0,4237512.0
0.0,0.0,,1.0,,3232626.0,4237513.0
1.0,0.0,,,1.0,3232627.0,4237514.0
0.0,,0.0,0.0,0.0,3232628.0,4237515.0
1.0,0.0,,0.0,0.0,3232629.0,4237516.0
0.0,0.0,0.0,0.0,0.0,3232630.0,4237517.0
0.0,0.0,,1.0,0.0,3232631.0,4237518.0
1.0,,1.0,,,3232632.0,4237519.0
0.0,0.0,0.0,,0.0,3232633.0,4237520.0
,,1.0,1.0,,3232634.0,4237521.0
0.0,0.0,,,0.0,3232635.0,4237522.0
,0.0,0.0,,0.0,3232636.0,4237523.0
,,,1.0,0.0,3232637.0,4237524.0
0.0,0.0,0.0,,,3232638.0,4237525.0
0.0,0.0,,1.0,0.0,3232639.0,4237526.0
,1.0,0.0,,,3232640.0,4237527.0
0.0,,0.0,0.0,0.0,3232641.0,4237528.0
0.0,0.0,1.0,1.0,,3232642.0,4237529.0
,,,1.0,0.0,3232643.0,4237530.0
0.0,0.0,,,0.0,3232644.0,4237531.0
1.0,,1.0,1.0,,3232645.0,4237532.0
0.0,0.0,0.0,,0.0,3232646.0,4237533.0
0.0,,0.0,,0.0,3232647.0,4237534.0
0.0,0.0,0.0,0.0,0.0,3232648.0,4237535.0
,1.0,,,,3232649.0,4237536.0
1.0,1.0,1.0,1.0,1.0,3232650.0,4237537.0
,1.0,1.0,1.0,0.0,3232651.0,4237538.0
,0.0,0.0,1.0,,3232652.0,4237539.0
1.0,,1.0,1.0,0.0,3232653.0,4237540.0
0.0,0.0,,1.0,0.0,3232654.0,4237541.0
,,,,0.0,3232655.0,4237542.0
0.0,,,0.0,0.0,3232656.0,4237543.0
1.0,1.0,1.0,1.0,,3232657.0,4237544.0
0.0,0.0,,,0.0,3232658.0,4237545.0
0.0,0.0,0.0,,0.0,3232659.0,4237546.0
,0.0,,,0.0,3232660.0,4237547.0
,0.0,,0.0,0.0,3232661.0,4237548.0
0.0,0.0,,1.0,0.0,3232662.0,4237549.0
1.0,1.0,,1.0,0.0,3232663.0,4237550.0
,0.0,,1.0,0.0,3232664.0,4237551.0
,0.0,,1.0,,3232665.0,4237552.0
,0.0,,,1.0,3232666.0,4237553.0
,0.0,0.0,,,3232667.0,4237554.0
0.0,0.0,,,,3232668.0,4237555.0
0.0,1.0,,0.0,0.0,3232669.0,4237556.0
,0.0,,1.0,0.0,3232670.0,4237557.0
1.0,,,1.0,,3232671.0,4237558.0
1.0,,1.0,1.0,0.0,3232672.0,4237559.0
0.0,0.0,0.0,,,3232673.0,4237560.0
,,0.0,,0.0,3232674.0,4237561.0
0.0,,1.0,1.0,0.0,3232675.0,4237562.0
1.0,1.0,1.0,1.0,0.0,3232676.0,4237563.0
,,1.0,1.0,,3232677.0,4237564.0
0.0,0.0,,,,3232678.0,4237565.0
0.0,1.0,,0.0,0.0,3232679.0,4237566.0
0.0,,1.0,1.0,0.0,3232680.0,4237567.0
0.0,,,0.0,,3232681.0,4237568.0
1.0,0.0,1.0,1.0,,3232682.0,4237569.0
0.0,,1.0,0.0,0.0,3232683.0,4237570.0
0.0,0.0,1.0,0.0,0.0,3232684.0,4237571.0
0.0,0.0,,1.0,,3232685.0,4237572.0
0.0,0.0,0.0,,0.0,3232686.0,4237573.0
,0.0,,,,3232687.0,4237574.0
0.0,0.0,0.0,,0.0,3232688.0,4237575.0
0.0,0.0,,0.0,0.0,3232689.0,4237576.0
,0.0,,,1.0,3232690.0,4237577.0
,0.0,,,0.0,3232691.0,4237578.0
1.0,1.0,1.0,1.0,,3232692.0,4237579.0
1.0,,1.0,1.0,0.0,3232693.0,4237580.0
,0.0,,1.0,1.0,3232694.0,4237581.0
0.0,0.0,,1.0,0.0,3232695.0,4237582.0
,,,1.0,,3232696.0,4237583.0
,0.0,,1.0,1.0,3232697.0,4237584.0
1.0,,1.0,1.0,0.0,3232698.0,4237585.0
0.0,,0.0,1.0,0.0,3232699.0,4237586.0
0.0,0.0,,,0.0,3232700.0,4237587.0
1.0,0.0,,1.0,0.0,3232701.0,4237588.0
0.0,0.0,1.0,1.0,0.0,3232702.0,4237589.0
,0.0,,1.0,,3232703.0,4237590.0
,0.0,0.0,1.0,0.0,3232704.0,4237591.0
0.0,0.0,1.0,,0.0,3232705.0,4237592.0
0.0,,1.0,1.0,0.0,3232706.0,4237593.0
0.0,0.0,,,0.0,3232707.0,4237594.0
,,1.0,,,3232708.0,4237595.0
,,,,0.0,3232709.0,4237596.0
0.0,0.0,0.0,1.0,0.0,3232710.0,4237597.0
,1.0,,,,3232711.0,4237598.0
0.0,,,1.0,0.0,3232712.0,4237599.0
1.0,0.0,1.0,1.0,1.0,3232713.0,4237600.0
0.0,0.0,0.0,0.0,0.0,3232714.0,4237601.0
1.0,,1.0,,1.0,3232715.0,4237602.0
0.0,,0.0,,0.0,3232716.0,4237603.0
1.0,,1.0,,1.0,3232717.0,4237604.0
0.0,1.0,,1.0,,3232718.0,4237605.0
0.0,0.0,,0.0,,3232719.0,4237606.0
0.0,0.0,0.0,0.0,0.0,3232720.0,4237607.0
0.0,,0.0,0.0,0.0,3232721.0,4237608.0
1.0,1.0,1.0,,1.0,3232722.0,4237609.0
0.0,0.0,,1.0,,3232723.0,4237610.0
,0.0,,,1.0,3232724.0,4237611.0
,,1.0,0.0,,3232725.0,4237612.0
0.0,0.0,,1.0,0.0,3232726.0,4237613.0
0.0,,,0.0,0.0,3232727.0,4237614.0
0.0,0.0,,,0.0,3232728.0,4237615.0
0.0,1.0,1.0,0.0,0.0,3232729.0,4237616.0
0.0,0.0,0.0,1.0,0.0,3232730.0,4237617.0
0.0,0.0,,0.0,0.0,3232731.0,4237618.0
0.0,,0.0,0.0,0.0,3232732.0,4237619.0
,0.0,1.0,,0.0,3232733.0,4237620.0
,,,1.0,0.0,3232734.0,4237621.0
0.0,0.0,,1.0,0.0,3232735.0,4237622.0
1.0,,,1.0,,3232736.0,4237623.0
,,1.0,,,3232737.0,4237624.0
1.0,,,,1.0,3232738.0,4237625.0
,,,1.0,,3232739.0,4237626.0
0.0,0.0,,,0.0,3232740.0,4237627.0
0.0,0.0,,1.0,0.0,3232741.0,4237628.0
,0.0,1.0,1.0,0.0,3232742.0,4237629.0
1.0,,,,,3232743.0,4237630.0
0.0,0.0,1.0,,0.0,3232744.0,4237631.0
0.0,,1.0,,0.0,3232745.0,4237632.0
1.0,,1.0,1.0,0.0,3232746.0,4237633.0
,,1.0,1.0,0.0,3232747.0,4237634.0
0.0,,1.0,,0.0,3232748.0,4237635.0
0.0,0.0,,,0.0,3232749.0,4237636.0
0.0,0.0,,,,3232750.0,4237637.0
,,,,,3232751.0,4237638.0
0.0,,0.0,,,3232752.0,4237639.0
,0.0,0.0,1.0,,3232753.0,4237640.0
,0.0,0.0,0.0,0.0,3232754.0,4237641.0
0.0,,,0.0,0.0,3232755.0,4237642.0
0.0,0.0,0.0,0.0,0.0,3232756.0,4237643.0
0.0,0.0,,0.0,0.0,3232757.0,4237644.0
0.0,0.0,,1.0,,3232758.0,4237645.0
,0.0,,0.0,0.0,3232759.0,4237646.0
0.0,0.0,0.0,,0.0,3232760.0,4237647.0
0.0,0.0,0.0,,0.0,3232761.0,4237648.0
0.0,0.0,0.0,0.0,0.0,3232762.0,4237649.0
1.0,,,1.0,,3232763.0,4237650.0
,,1.0,1.0,0.0,3232764.0,4237651.0
1.0,0.0,0.0,1.0,1.0,3232765.0,4237652.0
0.0,0.0,,,0.0,3232766.0,4237653.0
1.0,,0.0,,1.0,3232767.0,4237654.0
,,,,,3232768.0,4237655.0
,,,,,3232769.0,4237656.0
0.0,0.0,0.0,0.0,0.0,3232770.0,4237657.0
1.0,,,1.0,0.0,3232771.0,4237658.0
,,,1.0,0.0,3232772.0,4237659.0
0.0,0.0,,,0.0,3232773.0,4237660.0
,0.0,1.0,1.0,,3232774.0,4237661.0
1.0,,,1.0,,3232775.0,4237662.0
0.0,1.0,1.0,,0.0,3232776.0,4237663.0
,1.0,,,,3232777.0,4237664.0
0.0,1.0,,0.0,0.0,3232778.0,4237665.0
,,1.0,1.0,0.0,3232779.0,4237666.0
,,,1.0,0.0,3232780.0,4237667.0
0.0,,0.0,,0.0,3232781.0,4237668.0
,0.0,,,,3232782.0,4237669.0
0.0,0.0,,1.0,,3232783.0,4237670.0
,0.0,,1.0,0.0,3232784.0,4237671.0
,1.0,0.0,,,3232785.0,4237672.0
,,1.0,1.0,,3232786.0,4237673.0
,,,1.0,0.0,3232787.0,4237674.0
0.0,0.0,,1.0,0.0,3232788.0,4237675.0
0.0,0.0,0.0,0.0,0.0,3232789.0,4237676.0
0.0,,,1.0,0.0,3232790.0,4237677.0
0.0,0.0,0.0,0.0,0.0,3232791.0,4237678.0
,1.0,,1.0,1.0,3232792.0,4237679.0
0.0,0.0,,0.0,0.0,3232793.0,4237680.0
0.0,0.0,0.0,0.0,0.0,3232794.0,4237681.0
,0.0,,,,3232795.0,4237682.0
,0.0,,1.0,0.0,3232796.0,4237683.0
,,1.0,1.0,0.0,3232797.0,4237684.0
,0.0,,,1.0,3232798.0,4237685.0
,,1.0,,0.0,3232799.0,4237686.0
1.0,,1.0,1.0,0.0,3232800.0,4237687.0
,0.0,0.0,1.0,1.0,3232801.0,4237688.0
,0.0,1.0,1.0,,3232802.0,4237689.0
0.0,1.0,0.0,0.0,0.0,3232803.0,4237690.0
0.0,,0.0,0.0,0.0,3232804.0,4237691.0
0.0,,,0.0,0.0,3232805.0,4237692.0
1.0,,1.0,1.0,,3232806.0,4237693.0
0.0,,,0.0,0.0,3232807.0,4237694.0
0.0,0.0,0.0,0.0,0.0,3232808.0,4237695.0
0.0,0.0,,,0.0,3232809.0,4237696.0
0.0,0.0,0.0,0.0,0.0,3232810.0,4237697.0
0.0,0.0,,1.0,0.0,3232811.0,4237698.0
0.0,0.0,1.0,1.0,0.0,3232812.0,4237699.0
1.0,0.0,1.0,1.0,,3232813.0,4237700.0
0.0,0.0,1.0,1.0,0.0,3232814.0,4237701.0
1.0,,1.0,1.0,0.0,3232815.0,4237702.0
0.0,1.0,,0.0,0.0,3232816.0,4237703.0
1.0,,1.0,1.0,0.0,3232817.0,4237704.0
1.0,1.0,1.0,1.0,,3232818.0,4237705.0
0.0,0.0,0.0,1.0,0.0,3232819.0,4237706.0
1.0,,,1.0,0.0,3232820.0,4237707.0
0.0,0.0,,1.0,0.0,3232821.0,4237708.0
,,1.0,1.0,0.0,3232822.0,4237709.0
,,,1.0,0.0,3232823.0,4237710.0
1.0,1.0,1.0,1.0,,3232824.0,4237711.0
,0.0,1.0,,1.0,3232825.0,4237712.0
0.0,0.0,,0.0,0.0,3232826.0,4237713.0
0.0,0.0,,,0.0,3232827.0,4237714.0
1.0,,1.0,1.0,1.0,3232828.0,4237715.0
,,1.0,1.0,0.0,3232829.0,4237716.0
,0.0,0.0,1.0,0.0,3232830.0,4237717.0
1.0,,,0.0,1.0,3232831.0,4237718.0
,1.0,,,,3232832.0,4237719.0
,,1.0,1.0,,3232833.0,4237720.0
0.0,,,0.0,0.0,3232834.0,4237721.0
0.0,0.0,0.0,,,3232835.0,4237722.0
0.0,0.0,,,0.0,3232836.0,4237723.0
0.0,0.0,0.0,,0.0,3232837.0,4237724.0
0.0,,0.0,0.0,0.0,3232838.0,4237725.0
,1.0,1.0,1.0,0.0,3232839.0,4237726.0
0.0,0.0,,,0.0,3232840.0,4237727.0
0.0,,,,0.0,3232841.0,4237728.0
0.0,,,1.0,0.0,3232842.0,4237729.0
1.0,,1.0,1.0,,3232843.0,4237730.0
,,0.0,0.0,0.0,3232844.0,4237731.0
0.0,,,,0.0,3232845.0,4237732.0
0.0,,,,0.0,3232846.0,4237733.0
0.0,0.0,,0.0,,3232847.0,4237734.0
1.0,1.0,1.0,1.0,,3232848.0,4237735.0
1.0,0.0,,1.0,,3232849.0,4237736.0
0.0,1.0,0.0,1.0,0.0,3232850.0,4237737.0
0.0,,,0.0,0.0,3232851.0,4237738.0
0.0,0.0,0.0,,0.0,3232852.0,4237739.0
0.0,0.0,,0.0,0.0,3232853.0,4237740.0
0.0,,0.0,,,3232854.0,4237741.0
0.0,0.0,0.0,,0.0,3232855.0,4237742.0
0.0,0.0,0.0,,0.0,3232856.0,4237743.0
,1.0,1.0,1.0,0.0,3232857.0,4237744.0
0.0,0.0,,0.0,0.0,3232858.0,4237745.0
0.0,0.0,0.0,,0.0,3232859.0,4237746.0
0.0,0.0,1.0,1.0,0.0,3232860.0,4237747.0
0.0,0.0,,1.0,0.0,3232861.0,4237748.0
1.0,,1.0,1.0,0.0,3232862.0,4237749.0
0.0,0.0,0.0,1.0,0.0,3232863.0,4237750.0
0.0,1.0,0.0,0.0,,3232864.0,4237751.0
,0.0,,,,3232865.0,4237752.0
,1.0,1.0,1.0,0.0,3232866.0,4237753.0
,0.0,,,1.0,3232867.0,4237754.0
1.0,,,,1.0,3232868.0,4237755.0
,0.0,0.0,,,3232869.0,4237756.0
0.0,0.0,,,0.0,3232870.0,4237757.0
1.0,1.0,1.0,1.0,0.0,3232871.0,4237758.0
1.0,,1.0,1.0,,3232872.0,4237759.0
0.0,0.0,0.0,,0.0,3232873.0,4237760.0
0.0,0.0,0.0,0.0,0.0,3232874.0,4237761.0
0.0,0.0,,0.0,0.0,3232875.0,4237762.0
0.0,0.0,0.0,,0.0,3232876.0,4237763.0
0.0,,,0.0,0.0,3232877.0,4237764.0
0.0,0.0,,0.0,,3232878.0,4237765.0
,0.0,0.0,,0.0,3232879.0,4237766.0
0.0,,,0.0,0.0,3232880.0,4237767.0
0.0,,,,0.0,3232881.0,4237768.0
0.0,1.0,1.0,0.0,0.0,3232882.0,4237769.0
,,,0.0,0.0,3232883.0,4237770.0
0.0,0.0,1.0,1.0,0.0,3232884.0,4237771.0
1.0,,1.0,,0.0,3232885.0,4237772.0
,1.0,1.0,1.0,0.0,3232886.0,4237773.0
,,,1.0,,3232887.0,4237774.0
0.0,0.0,0.0,,,3232888.0,4237775.0
0.0,1.0,,0.0,1.0,3232889.0,4237776.0
0.0,,,,0.0,3232890.0,4237777.0
,,,0.0,1.0,3232891.0,4237778.0
0.0,0.0,,0.0,0.0,3232892.0,4237779.0
0.0,,1.0,1.0,0.0,3232893.0,4237780.0
1.0,,,1.0,,3232894.0,4237781.0
1.0,1.0,1.0,1.0,0.0,3232895.0,4237782.0
0.0,,1.0,,0.0,3232896.0,4237783.0
0.0,,1.0,,0.0,3232897.0,4237784.0
0.0,0.0,0.0,,0.0,3232898.0,4237785.0
0.0,0.0,0.0,,0.0,3232899.0,4237786.0
1.0,0.0,,1.0,1.0,3232900.0,4237787.0
,,,1.0,0.0,3232901.0,4237788.0
0.0,0.0,0.0,0.0,0.0,3232902.0,4237789.0
0.0,,,1.0,0.0,3232903.0,4237790.0
1.0,,1.0,1.0,0.0,3232904.0,4237791.0
1.0,1.0,0.0,,1.0,3232905.0,4237792.0
0.0,0.0,0.0,0.0,0.0,3232906.0,4237793.0
0.0,0.0,,1.0,0.0,3232907.0,4237794.0
,0.0,1.0,,0.0,3232908.0,4237795.0
0.0,,0.0,1.0,,3232909.0,4237796.0
0.0,0.0,0.0,0.0,0.0,3232910.0,4237797.0
0.0,,0.0,1.0,0.0,3232911.0,4237798.0
,,1.0,0.0,0.0,3232912.0,4237799.0
0.0,0.0,,0.0,0.0,3232913.0,4237800.0
1.0,0.0,,,,3232914.0,4237801.0
,,1.0,,0.0,3232915.0,4237802.0
0.0,1.0,,1.0,0.0,3232916.0,4237803.0
,,1.0,1.0,0.0,3232917.0,4237804.0
0.0,,0.0,1.0,0.0,3232918.0,4237805.0
,0.0,,,0.0,3232919.0,4237806.0
1.0,1.0,1.0,1.0,,3232920.0,4237807.0
,,,,1.0,3232921.0,4237808.0
0.0,0.0,1.0,0.0,0.0,3232922.0,4237809.0
1.0,0.0,1.0,1.0,,3232923.0,4237810.0
0.0,0.0,1.0,1.0,,3232924.0,4237811.0
,0.0,1.0,1.0,0.0,3232925.0,4237812.0
0.0,0.0,0.0,0.0,0.0,3232926.0,4237813.0
0.0,0.0,,0.0,0.0,3232927.0,4237814.0
0.0,,,1.0,0.0,3232928.0,4237815.0
0.0,1.0,,1.0,0.0,3232929.0,4237816.0
0.0,0.0,,,0.0,3232930.0,4237817.0
0.0,0.0,0.0,0.0,0.0,3232931.0,4237818.0
0.0,0.0,0.0,,,3232932.0,4237819.0
,0.0,,0.0,0.0,3232933.0,4237820.0
1.0,,1.0,1.0,0.0,3232934.0,4237821.0
0.0,,0.0,,,3232935.0,4237822.0
1.0,,1.0,1.0,,3232936.0,4237823.0
,,,,1.0,3232937.0,4237824.0
0.0,0.0,0.0,0.0,0.0,3232938.0,4237825.0
,,,,,3232939.0,4237826.0
0.0,0.0,,1.0,0.0,3232940.0,4237827.0
0.0,0.0,,,0.0,3232941.0,4237828.0
1.0,0.0,1.0,1.0,0.0,3232942.0,4237829.0
0.0,0.0,1.0,,0.0,3232943.0,4237830.0
,0.0,0.0,0.0,,3232944.0,4237831.0
,0.0,0.0,1.0,0.0,3232945.0,4237832.0
1.0,0.0,,1.0,,3232946.0,4237833.0
,,,,,3232947.0,4237834.0
0.0,0.0,0.0,,0.0,3232948.0,4237835.0
1.0,,1.0,1.0,,3232949.0,4237836.0
,0.0,1.0,,,3232950.0,4237837.0
,1.0,,,1.0,3232951.0,4237838.0
0.0,0.0,,,,3232952.0,4237839.0
1.0,1.0,1.0,1.0,,3232953.0,4237840.0
1.0,1.0,1.0,1.0,,3232954.0,4237841.0
0.0,0.0,0.0,0.0,,3232955.0,4237842.0
0.0,,,,0.0,3232956.0,4237843.0
0.0,,1.0,,0.0,3232957.0,4237844.0
1.0,,1.0,1.0,0.0,3232958.0,4237845.0
,,1.0,0.0,0.0,3232959.0,4237846.0
1.0,,1.0,1.0,0.0,3232960.0,4237847.0
0.0,,0.0,0.0,0.0,3232961.0,4237848.0
0.0,,,,0.0,3232962.0,4237849.0
0.0,0.0,,,0.0,3232963.0,4237850.0
0.0,0.0,,,,3232964.0,4237851.0
,1.0,1.0,1.0,,3232965.0,4237852.0
0.0,,,,0.0,3232966.0,4237853.0
0.0,0.0,0.0,,0.0,3232967.0,4237854.0
,0.0,,,0.0,3232968.0,4237855.0
0.0,0.0,,,0.0,3232969.0,4237856.0
,0.0,0.0,0.0,0.0,3232970.0,4237857.0
,,1.0,1.0,0.0,3232971.0,4237858.0
1.0,1.0,1.0,1.0,0.0,3232972.0,4237859.0
0.0,0.0,0.0,0.0,0.0,3232973.0,4237860.0
0.0,0.0,,1.0,,3232974.0,4237861.0
0.0,0.0,,1.0,0.0,3232975.0,4237862.0
,0.0,,1.0,0.0,3232976.0,4237863.0
1.0,,,,1.0,3232977.0,4237864.0
,,1.0,1.0,,3232978.0,4237865.0
1.0,,1.0,1.0,,3232979.0,4237866.0
,0.0,0.0,1.0,0.0,3232980.0,4237867.0
1.0,1.0,1.0,1.0,0.0,3232981.0,4237868.0
1.0,1.0,1.0,1.0,0.0,3232982.0,4237869.0
0.0,,,,0.0,3232983.0,4237870.0
1.0,,,,1.0,3232984.0,4237871.0
,,0.0,1.0,1.0,3232985.0,4237872.0
0.0,0.0,0.0,,0.0,3232986.0,4237873.0
,,,1.0,,3232987.0,4237874.0
,,,0.0,0.0,3232988.0,4237875.0
1.0,1.0,1.0,1.0,0.0,3232989.0,4237876.0
0.0,0.0,1.0,,0.0,3232990.0,4237877.0
,0.0,,,0.0,3232991.0,4237878.0
0.0,1.0,0.0,,0.0,3232992.0,4237879.0
0.0,0.0,,,0.0,3232993.0,4237880.0
0.0,,0.0,0.0,0.0,3232994.0,4237881.0
0.0,0.0,0.0,0.0,0.0,3232995.0,4237882.0
1.0,1.0,1.0,1.0,0.0,3232996.0,4237883.0
0.0,0.0,,,0.0,3232997.0,4237884.0
1.0,0.0,0.0,1.0,,3232998.0,4237885.0
0.0,0.0,0.0,1.0,0.0,3232999.0,4237886.0
,0.0,,,,3233000.0,4237887.0
,0.0,,0.0,,3233001.0,4237888.0
,,,,1.0,3233002.0,4237889.0
,0.0,,1.0,0.0,3233003.0,4237890.0
0.0,0.0,,,,3233004.0,4237891.0
0.0,,1.0,0.0,,3233005.0,4237892.0
1.0,,1.0,1.0,,3233006.0,4237893.0
,,1.0,1.0,0.0,3233007.0,4237894.0
0.0,0.0,0.0,,0.0,3233008.0,4237895.0
0.0,0.0,,,,3233009.0,4237896.0
0.0,,,0.0,0.0,3233010.0,4237897.0
0.0,0.0,0.0,,0.0,3233011.0,4237898.0
1.0,1.0,1.0,1.0,,3233012.0,4237899.0
0.0,,0.0,,0.0,3233013.0,4237900.0
,0.0,1.0,1.0,,3233014.0,4237901.0
,0.0,1.0,,0.0,3233015.0,4237902.0
,1.0,1.0,1.0,0.0,3233016.0,4237903.0
1.0,1.0,,1.0,,3233017.0,4237904.0
1.0,,1.0,1.0,,3233018.0,4237905.0
0.0,0.0,0.0,,0.0,3233019.0,4237906.0
0.0,0.0,0.0,0.0,,3233020.0,4237907.0
1.0,,0.0,,,3233021.0,4237908.0
1.0,0.0,1.0,,1.0,3233022.0,4237909.0
0.0,0.0,0.0,1.0,0.0,3233023.0,4237910.0
0.0,,0.0,1.0,0.0,3233024.0,4237911.0
0.0,,,,,3233025.0,4237912.0
0.0,,,1.0,0.0,3233026.0,4237913.0
,1.0,1.0,1.0,,3233027.0,4237914.0
,,1.0,,,3233028.0,4237915.0
,,,1.0,0.0,3233029.0,4237916.0
1.0,,,,,3233030.0,4237917.0
1.0,0.0,1.0,,0.0,3233031.0,4237918.0
1.0,1.0,1.0,1.0,0.0,3233032.0,4237919.0
0.0,0.0,,1.0,,3233033.0,4237920.0
,0.0,,0.0,,3233034.0,4237921.0
0.0,0.0,0.0,0.0,0.0,3233035.0,4237922.0
0.0,,0.0,0.0,0.0,3233036.0,4237923.0
0.0,,0.0,0.0,0.0,3233037.0,4237924.0
,0.0,0.0,0.0,0.0,3233038.0,4237925.0
0.0,0.0,,,0.0,3233039.0,4237926.0
0.0,,0.0,0.0,0.0,3233040.0,4237927.0
,,1.0,1.0,0.0,3233041.0,4237928.0
0.0,0.0,0.0,,0.0,3233042.0,4237929.0
1.0,,1.0,1.0,0.0,3233043.0,4237930.0
0.0,,1.0,1.0,0.0,3233044.0,4237931.0
0.0,0.0,1.0,,0.0,3233045.0,4237932.0
0.0,0.0,,,,3233046.0,4237933.0
1.0,,,1.0,0.0,3233047.0,4237934.0
,1.0,,,,3233048.0,4237935.0
1.0,,1.0,,0.0,3233049.0,4237936.0
0.0,,1.0,,0.0,3233050.0,4237937.0
,,,1.0,1.0,3233051.0,4237938.0
,0.0,0.0,,0.0,3233052.0,4237939.0
,1.0,1.0,1.0,0.0,3233053.0,4237940.0
0.0,0.0,,1.0,,3233054.0,4237941.0
0.0,,,0.0,0.0,3233055.0,4237942.0
0.0,0.0,0.0,,0.0,3233056.0,4237943.0
,1.0,,1.0,0.0,3233057.0,4237944.0
0.0,0.0,,0.0,0.0,3233058.0,4237945.0
,0.0,0.0,1.0,,3233059.0,4237946.0
0.0,,0.0,0.0,0.0,3233060.0,4237947.0
0.0,0.0,,,0.0,3233061.0,4237948.0
0.0,0.0,,1.0,0.0,3233062.0,4237949.0
,0.0,,,0.0,3233063.0,4237950.0
0.0,,0.0,0.0,0.0,3233064.0,4237951.0
0.0,0.0,1.0,1.0,0.0,3233065.0,4237952.0
0.0,0.0,0.0,,,3233066.0,4237953.0
,0.0,,1.0,,3233067.0,4237954.0
0.0,0.0,,1.0,0.0,3233068.0,4237955.0
1.0,1.0,1.0,1.0,0.0,3233069.0,4237956.0
1.0,0.0,1.0,1.0,1.0,3233070.0,4237957.0
1.0,,0.0,1.0,0.0,3233071.0,4237958.0
0.0,,,1.0,0.0,3233072.0,4237959.0
1.0,,0.0,,,3233073.0,4237960.0
,,,,0.0,3233074.0,4237961.0
0.0,1.0,,1.0,0.0,3233075.0,4237962.0
,0.0,,1.0,1.0,3233076.0,4237963.0
0.0,1.0,1.0,,0.0,3233077.0,4237964.0
0.0,0.0,1.0,1.0,0.0,3233078.0,4237965.0
,,1.0,0.0,1.0,3233079.0,4237966.0
0.0,,,0.0,0.0,3233080.0,4237967.0
0.0,0.0,1.0,1.0,0.0,3233081.0,4237968.0
0.0,0.0,,1.0,0.0,3233082.0,4237969.0
,0.0,,0.0,0.0,3233083.0,4237970.0
1.0,,1.0,1.0,0.0,3233084.0,4237971.0
1.0,0.0,,1.0,0.0,3233085.0,4237972.0
0.0,,,0.0,0.0,3233086.0,4237973.0
,,1.0,1.0,0.0,3233087.0,4237974.0
0.0,,1.0,0.0,0.0,3233088.0,4237975.0
0.0,0.0,,1.0,,3233089.0,4237976.0
0.0,0.0,0.0,1.0,0.0,3233090.0,4237977.0
0.0,0.0,,,0.0,3233091.0,4237978.0
0.0,0.0,,1.0,0.0,3233092.0,4237979.0
0.0,,,,0.0,3233093.0,4237980.0
1.0,,1.0,1.0,0.0,3233094.0,4237981.0
1.0,,1.0,1.0,,3233095.0,4237982.0
0.0,0.0,,,0.0,3233096.0,4237983.0
,0.0,0.0,,0.0,3233097.0,4237984.0
1.0,,1.0,,1.0,3233098.0,4237985.0
0.0,0.0,,,0.0,3233099.0,4237986.0
0.0,0.0,,,0.0,3233100.0,4237987.0
,0.0,0.0,,0.0,3233101.0,4237988.0
0.0,0.0,,0.0,0.0,3233102.0,4237989.0
0.0,0.0,,0.0,0.0,3233103.0,4237990.0
0.0,0.0,,1.0,0.0,3233104.0,4237991.0
0.0,0.0,0.0,1.0,0.0,3233105.0,4237992.0
1.0,,1.0,1.0,,3233106.0,4237993.0
0.0,0.0,,1.0,1.0,3233107.0,4237994.0
0.0,0.0,0.0,0.0,,3233108.0,4237995.0
,,,1.0,0.0,3233109.0,4237996.0
0.0,0.0,,0.0,0.0,3233110.0,4237997.0
0.0,,,,,3233111.0,4237998.0
0.0,0.0,1.0,1.0,0.0,3233112.0,4237999.0
1.0,1.0,1.0,1.0,,3233113.0,4238000.0
0.0,0.0,,,0.0,3233114.0,4238001.0
,0.0,,1.0,,3233115.0,4238002.0
0.0,,,,0.0,3233116.0,4238003.0
0.0,,,1.0,0.0,3233117.0,4238004.0
0.0,1.0,,0.0,0.0,3233118.0,4238005.0
1.0,0.0,,1.0,1.0,3233119.0,4238006.0
1.0,,1.0,1.0,,3233120.0,4238007.0
0.0,0.0,,,0.0,3233121.0,4238008.0
0.0,0.0,,1.0,,3233122.0,4238009.0
0.0,0.0,,0.0,0.0,3233123.0,4238010.0
,0.0,0.0,,,3233124.0,4238011.0
0.0,0.0,,0.0,0.0,3233125.0,4238012.0
0.0,0.0,,0.0,,3233126.0,4238013.0
0.0,0.0,1.0,1.0,0.0,3233127.0,4238014.0
0.0,,0.0,,0.0,3233128.0,4238015.0
0.0,0.0,0.0,0.0,0.0,3233129.0,4238016.0
0.0,0.0,,0.0,0.0,3233130.0,4238017.0
0.0,0.0,,0.0,0.0,3233131.0,4238018.0
0.0,0.0,,0.0,0.0,3233132.0,4238019.0
1.0,0.0,,1.0,,3233133.0,4238020.0
0.0,0.0,,1.0,0.0,3233134.0,4238021.0
